시간, 윈도우 버전, 명령어, 비교후 같은 해시의 개수
2019-5-13 11:9:16,8,에이전트가 준비 되었습니다., 240
2019-5-13 11:34:45,8,랜섬 파일 종료
2019-5-13 11:34:49,8,감염 해쉬 비교결과 수신, 0
2019-5-13 11:34:49,8,복구 파일 실행
2019-5-13 11:35:8,8,복구 파일 종료
2019-5-13 11:35:9,8,복구 해쉬 비교결과 수신, 240
2019-5-13 11:35:9,8,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%
2019-5-13 11:36:19,8,에이전트가 준비 되었습니다., 240
2019-5-13 11:36:32,8,랜섬 파일 송신을 요청
2019-5-13 11:36:32,8,파일 송신 시작
2019-5-13 11:36:34,8,파일 수신 끝
2019-5-13 11:36:34,8,복구 파일 송신을 요청
2019-5-13 11:36:34,8,파일 송신 시작
2019-5-13 11:36:35,8,파일 수신 끝
2019-5-13 11:36:35,8,랜섬 파일 실행
2019-5-13 11:36:55,8,랜섬 파일 종료
2019-5-13 11:36:58,8,감염 해쉬 비교결과 수신, 0
2019-5-13 11:36:58,8,복구 파일 실행
2019-5-13 11:37:15,8,복구 파일 종료
2019-5-13 11:37:18,8,복구 해쉬 비교결과 수신, 240
2019-5-13 11:37:18,8,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%

