시간, 윈도우 버전, 명령어, 비교후 같은 해시의 개수
2019-5-13 11:9:16,8,에이전트가 준비 되었습니다., 240
2019-5-13 11:11:31,8,랜섬 파일 송신을 요청
2019-5-13 11:11:32,8,파일 송신 시작
2019-5-13 11:11:32,8,파일 수신 끝
2019-5-13 11:11:33,8,복구 파일 송신을 요청
2019-5-13 11:11:33,8,파일 송신 시작
2019-5-13 11:11:33,8,파일 수신 끝
2019-5-13 11:11:34,8,랜섬 파일 실행
2019-5-13 11:11:50,8,랜섬 파일 종료
2019-5-13 11:11:53,8,감염 해쉬 비교결과 수신, 0
2019-5-13 11:11:53,8,복구 파일 실행
2019-5-13 11:12:12,8,복구 파일 종료
2019-5-13 11:12:14,8,복구 해쉬 비교결과 수신, 240
2019-5-13 11:12:14,8,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%
2019-5-13 11:13:54,8,에이전트가 준비 되었습니다., 240
2019-5-13 11:14:4,8,랜섬 파일 송신을 요청
2019-5-13 11:14:5,8,파일 송신 시작
2019-5-13 11:14:6,8,파일 수신 끝
2019-5-13 11:14:6,8,복구 파일 송신을 요청
2019-5-13 11:14:6,8,파일 송신 시작
2019-5-13 11:14:7,8,파일 수신 끝
2019-5-13 11:14:7,8,랜섬 파일 실행
2019-5-13 11:14:25,8,랜섬 파일 종료
2019-5-13 11:14:29,8,감염 해쉬 비교결과 수신, 0
2019-5-13 11:14:29,8,복구 파일 실행
2019-5-13 11:14:45,8,복구 파일 종료
2019-5-13 11:14:49,8,복구 해쉬 비교결과 수신, 240
2019-5-13 11:14:49,8,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%
2019-5-13 11:16:19,8,에이전트가 준비 되었습니다., 240
2019-5-13 11:16:41,8,랜섬 파일 송신을 요청
2019-5-13 11:16:41,8,파일 송신 시작
2019-5-13 11:16:42,8,파일 수신 끝
2019-5-13 11:16:42,8,복구 파일 송신을 요청
2019-5-13 11:16:42,8,파일 송신 시작
2019-5-13 11:16:43,8,파일 수신 끝
2019-5-13 11:16:43,8,랜섬 파일 실행
2019-5-13 11:17:3,8,랜섬 파일 종료
2019-5-13 11:17:6,8,감염 해쉬 비교결과 수신, 0
2019-5-13 11:17:6,8,복구 파일 실행
2019-5-13 11:17:39,8,복구 파일 종료
2019-5-13 11:17:39,8,복구 해쉬 비교결과 수신, 240
2019-5-13 11:17:39,8,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%
2019-5-13 11:18:46,8,에이전트가 준비 되었습니다., 240
2019-5-13 11:19:1,8,랜섬 파일 송신을 요청
2019-5-13 11:19:1,8,파일 송신 시작
2019-5-13 11:19:2,8,파일 수신 끝
2019-5-13 11:19:2,8,복구 파일 송신을 요청
2019-5-13 11:19:2,8,파일 송신 시작
2019-5-13 11:19:2,8,파일 수신 끝
2019-5-13 11:19:3,8,랜섬 파일 실행
2019-5-13 11:19:20,8,랜섬 파일 종료
2019-5-13 11:19:23,8,감염 해쉬 비교결과 수신, 0
2019-5-13 11:19:23,8,복구 파일 실행
2019-5-13 11:19:42,8,복구 파일 종료
2019-5-13 11:19:44,8,복구 해쉬 비교결과 수신, 240
2019-5-13 11:19:44,8,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%
2019-5-13 11:20:57,8,에이전트가 준비 되었습니다., 240
2019-5-13 11:21:9,8,랜섬 파일 송신을 요청
2019-5-13 11:21:9,8,파일 송신 시작
2019-5-13 11:21:11,8,파일 수신 끝
2019-5-13 11:21:11,8,복구 파일 송신을 요청
2019-5-13 11:21:11,8,파일 송신 시작
2019-5-13 11:21:11,8,파일 수신 끝
2019-5-13 11:21:11,8,랜섬 파일 실행
2019-5-13 11:21:33,8,랜섬 파일 종료
2019-5-13 11:21:36,8,감염 해쉬 비교결과 수신, 0
2019-5-13 11:21:36,8,복구 파일 실행
2019-5-13 11:21:52,8,복구 파일 종료
2019-5-13 11:21:56,8,복구 해쉬 비교결과 수신, 191
2019-5-13 11:21:56,8,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%
2019-5-13 11:23:3,8,에이전트가 준비 되었습니다., 240
2019-5-13 11:23:16,8,랜섬 파일 송신을 요청
2019-5-13 11:23:16,8,파일 송신 시작
2019-5-13 11:23:18,8,파일 수신 끝
2019-5-13 11:23:18,8,복구 파일 송신을 요청
2019-5-13 11:23:18,8,파일 송신 시작
2019-5-13 11:23:19,8,파일 수신 끝
2019-5-13 11:23:19,8,랜섬 파일 실행
2019-5-13 11:23:38,8,랜섬 파일 종료
2019-5-13 11:23:41,8,감염 해쉬 비교결과 수신, 0
2019-5-13 11:23:41,8,복구 파일 실행
2019-5-13 11:23:58,8,복구 파일 종료
2019-5-13 11:24:1,8,복구 해쉬 비교결과 수신, 240
2019-5-13 11:24:1,8,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%
2019-5-13 11:25:14,8,에이전트가 준비 되었습니다., 240
2019-5-13 11:25:32,8,랜섬 파일 송신을 요청
2019-5-13 11:25:32,8,파일 송신 시작
2019-5-13 11:25:32,8,파일 수신 끝
2019-5-13 11:25:33,8,복구 파일 송신을 요청
2019-5-13 11:25:33,8,파일 송신 시작
2019-5-13 11:25:33,8,파일 수신 끝
2019-5-13 11:25:34,8,랜섬 파일 실행
2019-5-13 11:25:50,8,랜섬 파일 종료
2019-5-13 11:25:53,8,감염 해쉬 비교결과 수신, 0
2019-5-13 11:25:53,8,복구 파일 실행
2019-5-13 11:26:12,8,복구 파일 종료
2019-5-13 11:26:13,8,복구 해쉬 비교결과 수신, 240
2019-5-13 11:26:13,8,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%
2019-5-13 11:27:24,8,에이전트가 준비 되었습니다., 240
2019-5-13 11:27:37,8,랜섬 파일 송신을 요청
2019-5-13 11:27:37,8,파일 송신 시작
2019-5-13 11:27:39,8,파일 수신 끝
2019-5-13 11:27:39,8,복구 파일 송신을 요청
2019-5-13 11:27:39,8,파일 송신 시작
2019-5-13 11:27:39,8,파일 수신 끝
2019-5-13 11:27:40,8,랜섬 파일 실행
2019-5-13 11:28:0,8,랜섬 파일 종료
2019-5-13 11:28:4,8,감염 해쉬 비교결과 수신, 0
2019-5-13 11:28:4,8,복구 파일 실행
2019-5-13 11:28:20,8,복구 파일 종료
2019-5-13 11:28:23,8,복구 해쉬 비교결과 수신, 240
2019-5-13 11:28:23,8,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%
2019-5-13 11:29:35,8,에이전트가 준비 되었습니다., 240
2019-5-13 11:29:59,8,랜섬 파일 송신을 요청
2019-5-13 11:29:59,8,파일 송신 시작
2019-5-13 11:29:59,8,파일 수신 끝
2019-5-13 11:30:0,8,복구 파일 송신을 요청
2019-5-13 11:30:0,8,파일 송신 시작
2019-5-13 11:30:0,8,파일 수신 끝
2019-5-13 11:30:1,8,랜섬 파일 실행
2019-5-13 11:30:17,8,랜섬 파일 종료
2019-5-13 11:30:21,8,감염 해쉬 비교결과 수신, 0
2019-5-13 11:30:21,8,복구 파일 실행
2019-5-13 11:30:37,8,복구 파일 종료
2019-5-13 11:30:40,8,복구 해쉬 비교결과 수신, 240
2019-5-13 11:30:40,8,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%
2019-5-13 11:31:59,8,에이전트가 준비 되었습니다., 240
2019-5-13 11:32:12,8,랜섬 파일 송신을 요청
2019-5-13 11:32:12,8,파일 송신 시작
2019-5-13 11:32:13,8,파일 수신 끝
2019-5-13 11:32:13,8,복구 파일 송신을 요청
2019-5-13 11:32:13,8,파일 송신 시작
2019-5-13 11:32:13,8,파일 수신 끝
2019-5-13 11:32:14,8,랜섬 파일 실행
2019-5-13 11:32:33,8,랜섬 파일 종료
2019-5-13 11:32:36,8,감염 해쉬 비교결과 수신, 0
2019-5-13 11:32:36,8,복구 파일 실행
2019-5-13 11:32:53,8,복구 파일 종료
2019-5-13 11:32:56,8,복구 해쉬 비교결과 수신, 240
2019-5-13 11:32:56,8,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%
2019-5-13 11:34:12,8,에이전트가 준비 되었습니다., 240
2019-5-13 11:34:26,8,랜섬 파일 송신을 요청
2019-5-13 11:34:26,8,파일 송신 시작
2019-5-13 11:34:28,8,파일 수신 끝
2019-5-13 11:34:28,8,복구 파일 송신을 요청
2019-5-13 11:34:28,8,파일 송신 시작
2019-5-13 11:34:29,8,파일 수신 끝
2019-5-13 11:34:29,8,랜섬 파일 실행
