시간, 윈도우 버전, 명령어, 비교후 같은 해시의 개수
2019-5-13 11:8:19,7,에이전트가 준비 되었습니다., 240
2019-5-13 11:29:4,7,에이전트가 준비 되었습니다., 240
2019-5-13 11:29:59,7,랜섬 파일 송신을 요청
2019-5-13 11:29:59,7,파일 송신 시작
2019-5-13 11:29:59,7,파일 수신 끝
2019-5-13 11:30:0,7,복구 파일 송신을 요청
2019-5-13 11:30:0,7,파일 송신 시작
2019-5-13 11:30:0,7,파일 수신 끝
2019-5-13 11:30:1,7,랜섬 파일 실행
2019-5-13 11:30:14,7,랜섬 파일 종료
2019-5-13 11:30:18,7,감염 해쉬 비교결과 수신, 0
2019-5-13 11:30:18,7,복구 파일 실행
2019-5-13 11:30:31,7,복구 파일 종료
2019-5-13 11:30:35,7,복구 해쉬 비교결과 수신, 240
2019-5-13 11:30:35,7,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%
2019-5-13 11:31:26,7,에이전트가 준비 되었습니다., 240
2019-5-13 11:32:12,7,랜섬 파일 송신을 요청
2019-5-13 11:32:12,7,파일 송신 시작
2019-5-13 11:32:12,7,파일 수신 끝
2019-5-13 11:32:13,7,복구 파일 송신을 요청
2019-5-13 11:32:13,7,파일 송신 시작
2019-5-13 11:32:13,7,파일 수신 끝
2019-5-13 11:32:14,7,랜섬 파일 실행
2019-5-13 11:32:28,7,랜섬 파일 종료
2019-5-13 11:32:32,7,감염 해쉬 비교결과 수신, 0
2019-5-13 11:32:32,7,복구 파일 실행
2019-5-13 11:32:45,7,복구 파일 종료
2019-5-13 11:32:49,7,복구 해쉬 비교결과 수신, 240
2019-5-13 11:32:49,7,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%
2019-5-13 11:33:42,7,에이전트가 준비 되었습니다., 240
2019-5-13 11:34:26,7,랜섬 파일 송신을 요청
2019-5-13 11:34:26,7,파일 송신 시작
2019-5-13 11:34:26,7,파일 수신 끝
2019-5-13 11:34:27,7,복구 파일 송신을 요청
2019-5-13 11:34:27,7,파일 송신 시작
2019-5-13 11:34:27,7,파일 수신 끝
2019-5-13 11:34:28,7,랜섬 파일 실행
2019-5-13 11:34:42,7,랜섬 파일 종료
2019-5-13 11:34:46,7,감염 해쉬 비교결과 수신, 0
2019-5-13 11:34:46,7,복구 파일 실행
2019-5-13 11:34:59,7,복구 파일 종료
2019-5-13 11:35:3,7,복구 해쉬 비교결과 수신, 195
2019-5-13 11:35:3,7,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%
2019-5-13 11:35:50,7,에이전트가 준비 되었습니다., 240
2019-5-13 11:36:32,7,랜섬 파일 송신을 요청
2019-5-13 11:36:32,7,파일 송신 시작
2019-5-13 11:36:32,7,파일 수신 끝
2019-5-13 11:36:33,7,복구 파일 송신을 요청
2019-5-13 11:36:33,7,파일 송신 시작
2019-5-13 11:36:33,7,파일 수신 끝
2019-5-13 11:36:34,7,랜섬 파일 실행
2019-5-13 11:36:48,7,랜섬 파일 종료
2019-5-13 11:36:52,7,감염 해쉬 비교결과 수신, 0
2019-5-13 11:36:52,7,복구 파일 실행
2019-5-13 11:37:5,7,복구 파일 종료
2019-5-13 11:37:9,7,복구 해쉬 비교결과 수신, 240
2019-5-13 11:37:9,7,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%

