시간, 윈도우 버전, 명령어, 비교후 같은 해시의 개수
2019-5-13 11:8:19,7,에이전트가 준비 되었습니다., 240
2019-5-13 11:11:31,7,랜섬 파일 송신을 요청
2019-5-13 11:11:31,7,파일 송신 시작
2019-5-13 11:11:32,7,파일 수신 끝
2019-5-13 11:11:33,7,복구 파일 송신을 요청
2019-5-13 11:11:33,7,파일 송신 시작
2019-5-13 11:11:33,7,파일 수신 끝
2019-5-13 11:11:34,7,랜섬 파일 실행
2019-5-13 11:11:47,7,랜섬 파일 종료
2019-5-13 11:11:51,7,감염 해쉬 비교결과 수신, 0
2019-5-13 11:11:51,7,복구 파일 실행
2019-5-13 11:12:4,7,복구 파일 종료
2019-5-13 11:12:8,7,복구 해쉬 비교결과 수신, 240
2019-5-13 11:12:8,7,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%
2019-5-13 11:13:20,7,에이전트가 준비 되었습니다., 240
2019-5-13 11:14:5,7,랜섬 파일 송신을 요청
2019-5-13 11:14:5,7,파일 송신 시작
2019-5-13 11:14:5,7,파일 수신 끝
2019-5-13 11:14:6,7,복구 파일 송신을 요청
2019-5-13 11:14:6,7,파일 송신 시작
2019-5-13 11:14:6,7,파일 수신 끝
2019-5-13 11:14:7,7,랜섬 파일 실행
2019-5-13 11:14:20,7,랜섬 파일 종료
2019-5-13 11:14:24,7,감염 해쉬 비교결과 수신, 0
2019-5-13 11:14:24,7,복구 파일 실행
2019-5-13 11:14:37,7,복구 파일 종료
2019-5-13 11:14:41,7,복구 해쉬 비교결과 수신, 240
2019-5-13 11:14:41,7,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%
2019-5-13 11:15:46,7,에이전트가 준비 되었습니다., 240
2019-5-13 11:16:41,7,랜섬 파일 송신을 요청
2019-5-13 11:16:41,7,파일 송신 시작
2019-5-13 11:16:41,7,파일 수신 끝
2019-5-13 11:16:42,7,복구 파일 송신을 요청
2019-5-13 11:16:43,7,파일 송신 시작
2019-5-13 11:16:43,7,파일 수신 끝
2019-5-13 11:16:43,7,랜섬 파일 실행
2019-5-13 11:16:58,7,랜섬 파일 종료
2019-5-13 11:17:1,7,감염 해쉬 비교결과 수신, 0
2019-5-13 11:17:1,7,복구 파일 실행
2019-5-13 11:17:15,7,복구 파일 종료
2019-5-13 11:17:19,7,복구 해쉬 비교결과 수신, 240
2019-5-13 11:17:19,7,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%
2019-5-13 11:18:15,7,에이전트가 준비 되었습니다., 240
2019-5-13 11:19:1,7,랜섬 파일 송신을 요청
2019-5-13 11:19:1,7,파일 송신 시작
2019-5-13 11:19:1,7,파일 수신 끝
2019-5-13 11:19:2,7,복구 파일 송신을 요청
2019-5-13 11:19:2,7,파일 송신 시작
2019-5-13 11:19:2,7,파일 수신 끝
2019-5-13 11:19:3,7,랜섬 파일 실행
2019-5-13 11:19:17,7,랜섬 파일 종료
2019-5-13 11:19:20,7,감염 해쉬 비교결과 수신, 0
2019-5-13 11:19:20,7,복구 파일 실행
2019-5-13 11:19:34,7,복구 파일 종료
2019-5-13 11:19:38,7,복구 해쉬 비교결과 수신, 240
2019-5-13 11:19:38,7,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%
2019-5-13 11:20:27,7,에이전트가 준비 되었습니다., 240
2019-5-13 11:21:9,7,랜섬 파일 송신을 요청
2019-5-13 11:21:9,7,파일 송신 시작
2019-5-13 11:21:9,7,파일 수신 끝
2019-5-13 11:21:10,7,복구 파일 송신을 요청
2019-5-13 11:21:10,7,파일 송신 시작
2019-5-13 11:21:10,7,파일 수신 끝
2019-5-13 11:21:11,7,랜섬 파일 실행
2019-5-13 11:21:25,7,랜섬 파일 종료
2019-5-13 11:21:29,7,감염 해쉬 비교결과 수신, 0
2019-5-13 11:21:29,7,복구 파일 실행
2019-5-13 11:21:42,7,복구 파일 종료
2019-5-13 11:21:46,7,복구 해쉬 비교결과 수신, 240
2019-5-13 11:21:46,7,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%
2019-5-13 11:22:32,7,에이전트가 준비 되었습니다., 240
2019-5-13 11:23:16,7,랜섬 파일 송신을 요청
2019-5-13 11:23:16,7,파일 송신 시작
2019-5-13 11:23:16,7,파일 수신 끝
2019-5-13 11:23:17,7,복구 파일 송신을 요청
2019-5-13 11:23:17,7,파일 송신 시작
2019-5-13 11:23:17,7,파일 수신 끝
2019-5-13 11:23:18,7,랜섬 파일 실행
2019-5-13 11:23:32,7,랜섬 파일 종료
2019-5-13 11:23:36,7,감염 해쉬 비교결과 수신, 0
2019-5-13 11:23:36,7,복구 파일 실행
2019-5-13 11:23:49,7,복구 파일 종료
2019-5-13 11:23:53,7,복구 해쉬 비교결과 수신, 240
2019-5-13 11:23:53,7,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%
2019-5-13 11:24:43,7,에이전트가 준비 되었습니다., 240
2019-5-13 11:25:32,7,랜섬 파일 송신을 요청
2019-5-13 11:25:32,7,파일 송신 시작
2019-5-13 11:25:32,7,파일 수신 끝
2019-5-13 11:25:33,7,복구 파일 송신을 요청
2019-5-13 11:25:33,7,파일 송신 시작
2019-5-13 11:25:33,7,파일 수신 끝
2019-5-13 11:25:34,7,랜섬 파일 실행
2019-5-13 11:25:47,7,랜섬 파일 종료
2019-5-13 11:25:51,7,감염 해쉬 비교결과 수신, 0
2019-5-13 11:25:51,7,복구 파일 실행
2019-5-13 11:26:4,7,복구 파일 종료
2019-5-13 11:26:8,7,복구 해쉬 비교결과 수신, 240
2019-5-13 11:26:8,7,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%
2019-5-13 11:26:53,7,에이전트가 준비 되었습니다., 240
2019-5-13 11:27:37,7,랜섬 파일 송신을 요청
2019-5-13 11:27:37,7,파일 송신 시작
2019-5-13 11:27:37,7,파일 수신 끝
2019-5-13 11:27:38,7,복구 파일 송신을 요청
2019-5-13 11:27:38,7,파일 송신 시작
2019-5-13 11:27:38,7,파일 수신 끝
2019-5-13 11:27:39,7,랜섬 파일 실행
2019-5-13 11:27:53,7,랜섬 파일 종료
2019-5-13 11:27:57,7,감염 해쉬 비교결과 수신, 0
2019-5-13 11:27:57,7,복구 파일 실행
2019-5-13 11:28:10,7,복구 파일 종료
2019-5-13 11:28:14,7,복구 해쉬 비교결과 수신, 240
2019-5-13 11:28:14,7,에이전트가 중단되었습니다.
,, 복구된 파일의 비율,100%
